iter	RMSE
258	0.4150730388
259	0.4140592416
260	0.4134300284
261	0.4132813969
262	0.4128857176
263	0.4127326957
264	0.4117620651
265	0.4112761586
266	0.4106956516
267	0.4100588238
268	0.4092676491
269	0.4090999851
270	0.4086928422
271	0.4083536117
272	0.4079271956
273	0.4076335477
274	0.4072125195
275	0.4070597378
276	0.4066222461
277	0.4063191952
278	0.405928077
279	0.4056832845
280	0.4051507404
281	0.4048872909
282	0.4045957149
283	0.404256619
284	0.4039527438
285	0.4037201383
286	0.4034037364
287	0.4029930158
288	0.4020461397
289	0.4015546565
290	0.4014468842
291	0.401116018
292	0.4008292311
293	0.4007099335
294	0.4005860128
295	0.4002425227
296	0.4000522205
297	0.3989050506
298	0.3983808839
299	0.3980798235
300	0.3972837917
301	0.3971663913
302	0.3970564471
303	0.3969015492
304	0.3965140626
305	0.3960466392
306	0.3959407003
307	0.3955666485
308	0.3947182367
309	0.3945185138
310	0.3940729663
311	0.3938529664
312	0.393667482
313	0.3935072502
314	0.393171133
315	0.393024902
316	0.3928356609
317	0.3923249494
318	0.3914240923
319	0.3903621759
320	0.3902681739
321	0.3898362389
322	0.389686837
323	0.3893938201
324	0.3889798791
325	0.3879498757
326	0.3877497414
327	0.3868867223
328	0.3859672418
329	0.385869672
330	0.3857024193
331	0.385554145
332	0.3854353231
333	0.3851302757
334	0.3847732364
335	0.3837718298
336	0.3834028319
337	0.38269685
338	0.3823600892
339	0.3817903201
340	0.3816781315
341	0.3814258179
342	0.3804676839
343	0.379957992
344	0.3790343162
345	0.3787392719
346	0.3786316027
347	0.377738372
348	0.3774979713
349	0.3773762837
350	0.3773189304
351	0.3764015605
352	0.3762341763
353	0.3753422199
354	0.3750089944
355	0.3743802383
356	0.3736913026
357	0.3735658741
358	0.3733061454
359	0.3725364529
360	0.3724609829
361	0.3716381542
362	0.3707317958
363	0.3706055398
364	0.3702828791
365	0.3698637173
366	0.3691826452
367	0.3685862274
368	0.3684029137
369	0.3681128443
370	0.367359894
371	0.3663561458
372	0.3654701503
373	0.3650831599
374	0.3649514123
375	0.3647245781
376	0.3643272218
377	0.3636897627
378	0.3634069956
379	0.3632958703
380	0.3629024787
381	0.3622388318
382	0.3615119235
383	0.3605839657
384	0.3603249505
385	0.3596678224
386	0.3593916995
387	0.3591695919
388	0.358690246
389	0.3584353753
390	0.3583687383
391	0.358202964
392	0.3575909919
393	0.3574939466
394	0.3569165826
395	0.3568142332
396	0.3566450882
397	0.3564814596
398	0.3561854421
399	0.3555319146
400	0.355417252
401	0.3553145971
402	0.3545045108
403	0.3544225448
404	0.3543634176
405	0.3536540256
406	0.3529502635
407	0.3528907246
408	0.3527299125
409	0.3525765859
410	0.3524570318
411	0.3523552688
412	0.3515028436
413	0.3514626749
414	0.3507544352
415	0.3505191651
416	0.3500253484
417	0.3494782219
418	0.3493914141
419	0.3487220052
420	0.3484847893
421	0.3479937128
422	0.347901676
423	0.3477103122
424	0.3472264756
425	0.3470436818
426	0.3468859438
427	0.3468041925
428	0.3465134714
429	0.3462384297
430	0.3456341753
431	0.3450717155
432	0.3449313013
433	0.3445699942
434	0.344043417
435	0.3435692119
436	0.3430468698
437	0.34250713
438	0.3421946206
439	0.3419434885
440	0.341539248
441	0.3414004182
442	0.3409707611
443	0.340740546
444	0.3406723052
445	0.3401952538
446	0.340143496
447	0.3395106775
448	0.3390496531
449	0.3387292094
450	0.3386792856
451	0.3382558399
452	0.3376797183
453	0.3376517303
454	0.3372179792
455	0.3367576128
456	0.3361845245
457	0.3357929683
458	0.3351496157
459	0.3349731276
460	0.334763162
461	0.3346588339
462	0.3344584122
463	0.3342227852
464	0.3341667621
465	0.3339556745
466	0.3338595012
467	0.33335725
468	0.3329185618
469	0.3325093317
470	0.3324769855
471	0.3322762102
472	0.3315894823
473	0.3315592681
474	0.3313510642
475	0.3310543936
476	0.3304540389
477	0.3300371877
478	0.3296133777
479	0.329386465
480	0.3287388222
481	0.3283312924
482	0.3283107591
483	0.3278113628
484	0.3271944866
485	0.3268272055
486	0.3261744362
487	0.3257509106
488	0.3254233628
489	0.3250590517
490	0.3245824385
491	0.3242219489
492	0.3237655373
493	0.3232432458
494	0.3229615509
495	0.3223018186
496	0.3221149199
497	0.3219500935
498	0.3215150273
499	0.3211055754
500	0.3206978653
501	0.3203352586
502	0.3201592505
503	0.3198037993
504	0.3191472567
505	0.3186977388
506	0.3185729928
507	0.3185370456
508	0.318453037
509	0.3182123705
510	0.3180474686
511	0.317488314
512	0.3174323475
513	0.317069521
514	0.3167919912
515	0.3164751609
516	0.3163155074
517	0.3161195272
518	0.3159292374
519	0.3155225228
520	0.3152068374
521	0.3149301536
522	0.3145640975
523	0.314337722
524	0.3137413135
525	0.3133664513
526	0.3129068967
527	0.3126603376
528	0.3122174468
529	0.3118832307
530	0.31166526
531	0.3114912647
532	0.3109132898
533	0.3104798791
534	0.3101611192
535	0.3099750628
536	0.3095409445
537	0.3092817841
538	0.309210242
539	0.3088782599
540	0.3086501866
541	0.308322495
542	0.3079375195
543	0.3077307618
544	0.3075697054
545	0.3071063329
546	0.3069646477
547	0.3065747449
548	0.306193765
549	0.3058185484
550	0.3057549682
551	0.3055847676
552	0.3052915936
553	0.3050574973
554	0.3048731907
555	0.3045451598
556	0.3043304537
557	0.3038856634
558	0.3035726015
559	0.3034663543
560	0.3033081656
561	0.3031990268
562	0.3030397241
563	0.3027705401
564	0.3026211074
565	0.3024396069
566	0.3023252972
567	0.3021442393
568	0.3020322367
569	0.301894024
570	0.301622334
571	0.3013170895
572	0.3011953332
573	0.3007741481
574	0.3002657188
575	0.3001292544
576	0.2997835238
577	0.2994249882
578	0.2992959481
579	0.2989525581
580	0.2986917552
581	0.298507256
582	0.2981135598
583	0.2976755799
584	0.2975342476
585	0.2974686892
586	0.2973519316
587	0.2971303739
588	0.2968896131
589	0.2964907467
590	0.2962240299
591	0.2960995439
592	0.2959849025
593	0.2958111773
594	0.2957038969
595	0.2954709921
596	0.2950042692
597	0.2945988068
598	0.2944830997
599	0.2944285862
600	0.2941628024
601	0.293782052
602	0.2933883569
603	0.2932535993
604	0.293067165
605	0.2928500551
606	0.2928331916
607	0.2928220059
608	0.292718549
609	0.2926067761
610	0.2925264684
611	0.2921540405
612	0.2920379383
613	0.2918272072
614	0.2917443917
615	0.2916586549
616	0.2915038799
617	0.291337576
618	0.2910300368
619	0.2908404587
620	0.2903922494
621	0.2899953643
622	0.2897890648
623	0.2895012684
624	0.2893704686
625	0.289109921
626	0.289016209
627	0.2888422437
628	0.2886055284
629	0.2885063908
630	0.2883539384
631	0.2881493185
632	0.287910446
633	0.2876368145
634	0.2876153538
635	0.2875430786
636	0.2874030701
637	0.2871318397
638	0.2868857872
639	0.2868729243
640	0.286777111
641	0.2867660032
642	0.2866728257
643	0.2862671078
644	0.2860090581
645	0.2857517789
646	0.2857443383
647	0.2853122342
648	0.2852910182
649	0.2850532588
650	0.2848485268
651	0.2844941321
652	0.2841531769
653	0.2838432723
654	0.2835925741
655	0.2835087443
656	0.2833791112
657	0.2832309586
658	0.2831196462
659	0.2829749748
660	0.2826709597
661	0.2825640662
662	0.2822559404
663	0.2819233348
664	0.281812183
665	0.2817917382
666	0.2815325968
667	0.2812030604
668	0.2811367454
669	0.2809699721
670	0.2806968249
671	0.2805978488
672	0.2803498821
673	0.2800477655
674	0.2798555954
675	0.2798211743
676	0.2796901526
677	0.2795758487
678	0.2793569875
679	0.2791391679
680	0.279127221
681	0.2789238287
682	0.278716475
683	0.2786266105
684	0.2786086623
685	0.2785280728
686	0.2784309858
687	0.2784131104
688	0.2783445732
689	0.2781751188
690	0.2779646509
691	0.2778981184
692	0.2778145746
693	0.2777696922
694	0.2775733798
695	0.2774534341
696	0.277326302
697	0.2772062137
698	0.277193099
699	0.2769726983
700	0.2769089915
701	0.2766870216
702	0.2766765454
703	0.2765375765
704	0.2764514021
705	0.2761655738
706	0.2761020287
707	0.2757945717
708	0.2756771246
709	0.2755000571
710	0.2753631886
711	0.2753474484
712	0.2752040221
713	0.2750667693
714	0.2749950683
715	0.2747717712
716	0.2746009716
717	0.2744679479
718	0.2744369736
719	0.2743134674
720	0.2742078692
721	0.2740542867
722	0.2737501632
723	0.2737207669
724	0.2737073545
725	0.2736921005
726	0.2733992625
727	0.2732927683
728	0.2730308823
729	0.2728715902
730	0.2727723469
731	0.2726756085
732	0.2726391774
733	0.272526868
734	0.2724593353
735	0.2721607124
736	0.2720451469
737	0.2719428051
738	0.2718611938
739	0.2717511205
740	0.2714498006
741	0.2712146304
742	0.2711538025
743	0.2710771942
744	0.2708534611
745	0.2708417052
746	0.2708104606
747	0.270709812
748	0.2703495914
749	0.2700801206
750	0.2699022854
751	0.2698914391
752	0.2698154803
753	0.269717241
754	0.2695125955
755	0.2693169976
756	0.2690876815
757	0.26906695
758	0.2688237057
759	0.2687497021
760	0.268677962
761	0.2684658955
762	0.2682715626
763	0.268180889
764	0.2679764351
765	0.2678850875
766	0.2677869959
767	0.267697977
768	0.2673986092
769	0.2673851162
770	0.2671153902
771	0.2669928224
772	0.2668147947
773	0.2666145922
774	0.2664877142
775	0.266323012
776	0.2661251523
777	0.2659890944
778	0.2659754628
779	0.2658480937
780	0.2657307011
781	0.2657209749
782	0.2656834278
783	0.2655249532
784	0.2653013098
785	0.2650645142
786	0.2649790039
787	0.2647909468
788	0.2646203367
789	0.2644605133
790	0.2644355686
791	0.264365873
792	0.2642826429
793	0.2641374895
794	0.2639573014
795	0.2637741247
796	0.2635934116
797	0.2634636725
798	0.2631334492
799	0.2630533377
800	0.2628774055
801	0.2627423224
802	0.2626973089
803	0.2625462847
804	0.2624909322
805	0.2623822022
806	0.2623322435
807	0.2620975735
808	0.261824694
809	0.2617217771
810	0.2615034677
811	0.2613730391
812	0.2612209599
813	0.2611836001
814	0.2611063176
815	0.2608838373
816	0.2608587467
817	0.2606654048
818	0.2602924234
819	0.2601117583
820	0.2599703769
821	0.2599488431
822	0.2598210291
823	0.2596933153
824	0.2596816379
825	0.2594132628
826	0.2592496492
827	0.2590624956
828	0.2589547397
829	0.2588805791
830	0.2586125513
831	0.2584475659
832	0.2583473383
833	0.2583398396
834	0.2582872654
835	0.2582279545
836	0.2581898008
837	0.2581223179
838	0.2579531824
839	0.2578834467
840	0.257816729
841	0.2576666042
842	0.2574975985
843	0.2573049957
844	0.257226469
845	0.257104599
846	0.256983172
847	0.2568815033
848	0.2568173239
849	0.2567561514
850	0.2565934298
851	0.2563881336
852	0.2562335701
853	0.2561470368
854	0.2558026266
855	0.2557018407
856	0.2556368435
857	0.255577312
858	0.255481587
859	0.2553802802
860	0.2553331919
861	0.2550995906
862	0.254938593
863	0.2548264631
864	0.2547438409
865	0.2545968032
866	0.2543790627
867	0.2542988219
868	0.2542857535
869	0.2540578281
870	0.2540483837
871	0.2539377628
872	0.2538885715
873	0.2538337907
874	0.2538060251
875	0.2536515955
876	0.2535902894
877	0.2535157285
878	0.2532787858
879	0.2531920326
880	0.2529996259
881	0.2529148354
882	0.252832607
883	0.2527953161
884	0.2526776035
885	0.252654637
886	0.2526148975
887	0.2525227295
888	0.2524644367
889	0.2524164645
890	0.2522401307
891	0.2520021566
892	0.2518673546
893	0.2516542527
894	0.2514815343
895	0.2514230696
896	0.2514076193
897	0.2513996125
898	0.2512122545
899	0.251145818
900	0.2510972762
901	0.2510329196
902	0.2509067476
903	0.2507960079
904	0.2507270693
905	0.2506475042
906	0.2504558114
907	0.2503234727
908	0.2500704235
909	0.2499830961
910	0.2499518859
911	0.249912825
912	0.2497342159
913	0.2496116626
914	0.2494706042
915	0.2493713512
916	0.2493236729
917	0.2492090519
918	0.2491508664
919	0.24887783
920	0.2488297506
921	0.248771662
922	0.2486283364
923	0.2484278385
924	0.2483395088
925	0.24829569
926	0.2481615563
927	0.2480884979
928	0.2479217226
929	0.2478364952
930	0.24774703
931	0.2475313263
932	0.247468375
933	0.2473668407
934	0.2473114385
935	0.2472330003
936	0.2471479052
937	0.2469423594
938	0.2468671194
939	0.2468080399
940	0.2466965059
941	0.2466028961
942	0.2464741797
943	0.2464248425
944	0.2463573179
945	0.2462524443
946	0.2461505918
947	0.2461075775
948	0.2459585057
949	0.245807224
950	0.2457753288
951	0.2456050502
952	0.2455432074
953	0.2455108159
954	0.2454931013
955	0.2453883962
956	0.2453322729
957	0.245201665
958	0.2450077496
959	0.2448784841
960	0.2448346418
961	0.2446609425
962	0.244600738
963	0.2444517963
964	0.2443892386
965	0.2443799064
966	0.2443627255
967	0.2443556076
968	0.2442685223
969	0.244131676
970	0.2440858668
971	0.2440514436
972	0.2440453677
973	0.2438680286
974	0.2437872552
975	0.2436023809
976	0.2435080796
977	0.2434812567
978	0.2433096963
979	0.2431398674
980	0.2430611583
981	0.2428220923
982	0.2427478369
983	0.2426025693
984	0.2425167422
985	0.242506858
986	0.2424271054
987	0.2423269661
988	0.2422749871
989	0.2422611585
990	0.2422064063
991	0.2421617264
992	0.2421155407
993	0.2420596909
994	0.2420173517
995	0.2419471016
996	0.2417742884
997	0.2416767894
998	0.2415598142
999	0.2414322003
